,unit_type,My rank is: Response,Rank,Year,A grievance/complaint against my unit chain-of-command will be handled in a fair and timely manner by my chain-of-command,Airmen in my unit consider the environmental impact of their actions,"During my performance feedback session, my supervisor provided me with feedback that enabled me to improve my performance prior to my annual performance review",I am allocated the correct amount of training hours each month to operate safely,I am encouraged to be innovative even if that means I might make a mistake,"I am informed of critical information (e.g. work schedules, policies, uniform of the day, etc.) in a reasonable amount of time",I feel I am a valued member of my unit,I feel adequately prepared to deploy and execute my assigned AEF duties,I have been adequately trained for the job I am expected to do,"I have easy and timely access to the written guidance I need to do my job (e.g., AFIs, MAJCOM Supplements, TOs, Self-Assessment Communicators, etc)",I have enough time to accomplish my daily workload during my normal duty hours,"I have the equipment (tools, spare parts, information technology, safety gear, etc.) I need to do my job the right way",I have the opportunity to develop other professional skills,I have the opportunity to develop/improve my AFSC/Special Duty Identifier-related skills,"I trust my leadership chain, from my supervisor to my Wing Commander (or FOA/DRU Commander)",I would be able to complete my assigned tasks if my work center lost communications capability,Individuals in my unit are comfortable approaching supervisors about personal problems,Members of my unit take good care of the equipment they use,My commander is concerned about my personal welfare,My deployment schedule is predictable enough for me to plan and participate in off-duty activities,My duty schedule is predictable enough for me to plan and participate in off-duty activities,My job is designed so I know when I have performed well,My leadership gets the right information about problems in my unit so he/she can fix them,"My position/job description (for both military and civilians) is current and accurately describes my daily functions, tasks and responsibilities",My supervisor corrects poor performance in my work group,My supervisor is concerned with my professional development,My unit accurately accounts for our equipment,My unit challenges inefficient ways of doing business,My unit closely monitors and tracks job qualifications,My unit has a sufficient number of experienced personnel to accomplish our primary mission,My unit has a sufficient number of personnel to accomplish our primary mission,My unit has an effective long-range scheduling process,My unit has processes in place to identify and share lessons learned,My unit has the sufficient funding to accomplish all of our missions,My unit is serious about preventing sexual assault and sexual harassment,My unit leadership chain applies disciplinary standards in a fair and consistent manner,My unit leadership chain consistently reinforces the USAF Core Values and their application to daily operations,My unit provides me sufficient time during working hours to participate in a physical fitness program,My unit spends end-of-year fallout money wisely,My unit takes suicide prevention seriously,My units communication processes prevent wasted effort and/or resources,My units communication system and information flow are effective up and down the chain of command,My units daily activities improve our ability to execute our most demanding mission,My units leaders reward individual performance fairly,My units strategic plan improves unit performance,My units strategic plan translates to what I do on a daily basis,My work center is adequately prepared to execute required operations during the most likely local contingencies,My work facilities enable effective mission accomplishment,Y,Performing my primary AFSC duties is NOT significantly impacted by additional duties,Performing my primary AFSC duties is NOT significantly impacted by ancillary training,Personnel in my unit do not feel pressured to cut corners to accomplish the mission,"Personnel in my unit have the time to become proficient in, then master, their primary AFSC duties","Personnel in my work section treat me with dignity, trust and respect",Standards in my unit are enforced,Teamwork at all levels is prevalent throughout my unit,The actions and decisions of my supervisor indicate he/she values my time,The mentoring I have received in this unit has been helpful in my development,"The performance evaluations (EPR, OPR, civilian performance appraisal) Ive received from my current unit have been fair","The policies and decisions of my AFSC community (e.g., HAF or MAJCOM CE, Comm, SF, Personnel, Ops, etc.) indicate my time is valued",The policies and decisions of other AFSC communities indicate my time is valued,The tasks I perform at work provide me with a sense of accomplishment,The written guidance I use helps me prioritize my work,location,wing,nma_category,Leadership,Strategic Plan,Impact of Additional Duties,Equipment,Duty Schedule,Supervisor,Adequate Training,Sufficient Personnel,Sexual Harrassment / Suicide,clusters
44,Maintenance,E4-E6,2,2014,1,1,-1,1,1,1,1,2,2,0,1,-1,1,1,1,-2,1,0,1,1,1,1,1,2,1,1,1,1,1,1,-1,1,1,-1,2,1,1,1,-1,2,1,0,1,1,1,1,1,1,6,1,-1,1,1,-1,-1,1,2,1,1,2,1,1,2,AAI,301FD,DCA,6.789539270129779,1.3396559625814328,0.021812607647241578,0.0,0.5745763418043199,1.2406570437431699,1.1235170797623526,-0.058012271915911184,2.954951896179664,3
45,Maintenance,E4-E6,2,2014,1,-1,1,1,-1,1,1,1,-1,0,1,1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,-1,2,1,1,-1,0,2,-1,0,1,-1,1,1,1,1,8,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,AAI,301FD,DCA,5.6123294220475515,1.3396559625814328,-0.021812607647241578,0.0,0.5745763418043199,0.49811883526504486,-0.5617585398811763,0.058012271915911184,2.954951896179664,4
46,Maintenance,E4-E6,2,2014,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,1,1,0,2,1,1,2,2,2,1,2,2,2,2,1,1,0,2,-1,2,2,2,1,1,2,2,0,1,2,2,1,2,2,8,1,1,2,1,2,2,2,2,2,1,2,2,2,2,AAI,301FD,DCA,17.547965664786503,2.0073571734705653,1.3243255624942343,0.0,0.5745763418043199,3.3563367482612474,1.1235170797623526,1.3220361447556717,2.954951896179664,3
47,Operator,E7-E9,3,2014,2,2,1,1,1,2,2,1,1,0,-1,1,-1,-1,1,1,2,0,1,1,1,2,1,2,1,1,2,1,1,-1,-1,0,1,-1,2,2,2,1,2,1,1,0,2,2,2,1,1,2,8,-1,-1,2,1,2,2,1,2,1,2,1,1,2,2,AAI,301FD,DCA,14.12078440691533,2.0073571734705653,-1.3243255624942343,0.0,0.5745763418043199,2.2577603338000287,0.5617585398811763,-1.3220361447556717,2.2452204130733557,0
48,Maintenance,E7-E9,3,2014,0,1,0,1,1,-1,1,0,-1,0,1,-1,1,-1,1,-1,-1,0,2,1,-1,1,1,2,1,2,1,-1,1,-2,-2,-1,1,-1,2,1,2,1,1,2,-1,0,1,1,1,1,2,-2,4,1,1,1,1,2,2,-1,1,1,1,1,-1,-1,1,AAI,301FD,DCA,7.412648632762259,1.3396559625814328,1.3243255624942343,0.0,-0.5745763418043199,1.7596414985349838,-0.5617585398811763,-2.6440722895113433,2.954951896179664,4
49,Maintenance,E4-E6,2,2014,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,2,0,2,1,1,0,0,1,1,2,1,0,0,2,2,1,0,1,2,2,2,1,1,2,2,0,0,1,0,0,0,2,8,1,1,0,0,2,2,1,1,2,1,1,1,2,1,AAI,301FD,DCA,15.187974662179865,0.0,1.3243255624942343,0.0,0.5745763418043199,2.2681931435634133,0.5617585398811763,2.6440722895113433,2.954951896179664,0
50,Operator,O4-O6,5,2014,1,1,1,1,1,1,2,1,1,0,-2,1,-2,-2,2,-1,1,0,2,1,-1,1,1,-1,1,2,1,1,-2,-1,-1,2,1,-1,2,1,2,-1,2,1,2,0,1,1,2,1,2,1,8,-2,-2,2,-1,2,2,2,2,2,1,1,-2,2,-1,AAI,301FD,DCA,14.453760674712996,2.0073571734705653,-2.6486511249884686,0.0,-0.5745763418043199,2.847785103232818,0.5617585398811763,-1.3220361447556717,2.2452204130733557,2
51,Operator,E4-E6,2,2014,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AAI,301FD,DCA,9.062187192461607,1.3396559625814328,1.3243255624942343,0.0,-0.5745763418043199,1.6781683741306237,0.5617585398811763,1.3220361447556717,1.477475948089832,2
52,Operator,E1-E3,1,2014,1,1,1,1,2,1,1,-1,1,0,-1,2,2,1,1,-2,1,0,-2,0,-2,2,2,2,1,1,1,2,2,1,-1,1,2,1,2,1,1,1,1,2,1,0,1,1,2,2,1,2,4,1,1,1,1,1,1,-1,2,1,0,1,1,1,2,AAI,301FD,DCA,7.217801997364873,2.6793119251628656,1.3243255624942343,0.0,-1.1491526836086399,2.2577603338000287,0.5617585398811763,-0.058012271915911184,2.954951896179664,4
53,Operator,E4-E6,2,2014,1,1,1,1,1,-1,1,-1,1,0,2,-1,1,1,1,-1,1,0,2,2,2,1,1,2,-1,1,1,1,1,1,2,-1,1,-1,2,1,1,1,1,2,1,0,1,-1,1,1,1,1,7,1,1,2,1,1,1,-1,2,1,2,1,1,1,1,AAI,301FD,DCA,7.079629650477083,1.3396559625814328,1.3243255624942343,0.0,1.1491526836086399,2.2577603338000287,0.5617585398811763,2.012060353091463,2.954951896179664,3
54,Maintenance,E7-E9,3,2014,1,-1,1,1,1,-1,1,1,1,0,1,1,1,-1,1,-2,1,0,1,-1,-1,-1,1,1,1,1,1,0,1,-1,-1,-2,1,-1,2,1,1,-1,1,2,-1,0,0,1,0,0,1,1,5,-1,-1,1,1,1,1,1,1,0,1,1,1,-1,-1,AAI,301FD,DCA,7.499599328953855,0.0,-1.3243255624942343,0.0,-0.5745763418043199,1.6781683741306237,0.5617585398811763,-1.3220361447556717,2.954951896179664,4
55,Operator,O1-O3,4,2014,1,2,1,2,1,1,1,2,2,0,1,1,1,1,2,1,0,0,1,2,1,2,1,2,1,2,2,1,1,2,2,1,1,2,2,0,1,2,2,2,1,0,2,0,1,1,1,1,7,1,1,1,1,1,2,1,1,0,2,1,1,1,1,AAI,301FD,DCA,7.875415731671207,1.3396559625814328,1.3243255624942343,0.0,0.5745763418043199,2.2681931435634133,1.1235170797623526,2.6440722895113433,2.954951896179664,3
56,Operator,E1-E3,1,2014,1,2,1,2,1,2,2,2,2,0,-2,1,-1,2,1,-2,2,0,2,1,-1,2,1,2,2,2,2,1,1,-1,-1,1,1,1,2,1,2,1,2,2,1,0,1,1,1,1,1,2,6,1,1,2,1,1,2,1,1,1,2,1,1,1,1,AAI,301FD,DCA,12.164936647156576,1.3396559625814328,1.3243255624942343,0.0,-0.5745763418043199,2.2681931435634133,1.1235170797623526,-1.3220361447556717,2.954951896179664,4
57,Maintenance,E4-E6,2,2014,1,1,-1,1,1,1,1,1,-1,0,1,2,1,-1,1,-1,-1,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,-1,1,1,1,0,1,1,0,0,1,1,8,-2,1,1,1,1,1,1,-1,2,1,1,-1,1,1,AAI,301FD,DCA,8.428251056704099,0.0,-0.6948816927179795,0.0,1.1491526836086399,-0.49811883526504486,-0.5617585398811763,1.3220361447556717,2.2452204130733557,1
58,Maintenance,E4-E6,2,2014,0,1,2,1,1,-1,2,2,2,0,-1,1,1,1,2,0,1,0,2,1,1,0,0,2,2,2,1,0,0,1,-2,0,0,1,2,2,2,1,0,2,-1,0,0,1,0,0,0,-1,8,0,0,0,0,2,2,1,2,2,2,1,1,2,-1,AAI,301FD,DCA,11.795067368010816,0.0,0.0,0.0,0.5745763418043199,3.3563367482612474,1.1235170797623526,-0.7480364802517027,2.954951896179664,3
59,Operator,O4-O6,5,2014,2,1,0,1,2,1,2,-1,1,0,-1,1,-1,1,2,1,1,0,2,-2,-2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,-1,1,2,2,0,2,2,1,1,1,1,8,-2,-1,1,-1,2,2,2,2,0,2,1,1,1,-1,AAI,301FD,DCA,15.95222702036796,1.3396559625814328,-1.9973946475649722,0.0,-1.1491526836086399,1.7492086887715992,0.5617585398811763,1.3220361447556717,2.954951896179664,4
60,Operator,E7-E9,3,2014,2,1,1,2,1,1,2,2,1,0,1,2,2,2,2,-1,2,0,1,2,2,2,1,2,2,2,2,2,2,-1,-1,1,2,0,2,1,1,1,0,2,1,0,1,2,1,1,1,2,9,-2,1,2,1,1,1,2,2,0,2,1,-1,2,1,AAI,301FD,DCA,12.347985844535161,1.3396559625814328,-0.6948816927179795,0.0,1.1491526836086399,2.847785103232818,0.5617585398811763,-1.3220361447556717,2.954951896179664,3
61,NC3,E7-E9,3,2014,1,1,2,1,2,2,2,2,2,0,-1,1,2,2,1,-1,2,0,2,1,1,1,1,2,2,2,-1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,0,2,2,0,0,1,1,7,1,1,0,1,2,2,2,1,2,2,1,1,1,1,AAI,301FD,COMSEC,15.745992416458819,0.0,1.3243255624942343,0.0,0.5745763418043199,2.776744788591843,1.1235170797623526,1.3220361447556717,2.954951896179664,3
62,Operator,E4-E6,2,2014,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,AAI,301FD,DCA,8.485778472324894,1.3396559625814328,1.3243255624942343,0.0,0.5745763418043199,1.6781683741306237,0.5617585398811763,1.3220361447556717,1.477475948089832,0
63,NC3,E7-E9,3,2014,1,1,1,1,2,2,2,1,1,0,1,2,1,1,2,-2,1,0,2,2,2,1,1,2,1,2,1,1,2,1,1,1,-1,1,2,2,2,1,2,2,1,0,1,2,1,1,1,2,8,1,1,2,1,2,2,1,2,1,2,1,1,1,1,AAI,301FD,COMSEC,14.706413631356838,1.3396559625814328,1.3243255624942343,0.0,1.1491526836086399,2.847785103232818,0.5617585398811763,1.3220361447556717,2.954951896179664,3
64,Operator,O4-O6,5,2014,2,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,-1,1,0,2,1,-1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,0,1,1,1,1,1,1,8,-1,-1,2,1,2,1,2,1,1,1,-1,-1,1,1,AAI,301FD,DCA,12.109946376795673,1.3396559625814328,-1.3243255624942343,0.0,-0.5745763418043199,1.6781683741306237,0.5617585398811763,1.3220361447556717,2.954951896179664,4
65,Maintenance,E4-E6,2,2014,1,1,2,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,0,2,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,-1,1,-2,1,2,1,0,1,0,1,1,1,2,6,-1,2,1,2,1,1,1,2,1,2,1,1,1,1,AAI,301FD,DCA,6.470340180056072,1.3396559625814328,0.6294438697762548,0.0,1.1491526836086399,3.3563367482612474,0.5617585398811763,1.3220361447556717,2.1872074311961405,0
66,Maintenance,E4-E6,2,2014,2,2,2,2,1,2,2,2,2,0,1,-1,1,1,2,1,2,0,2,1,1,2,1,2,2,2,2,1,1,1,1,0,0,-1,2,2,2,2,2,2,1,0,1,2,0,0,1,-1,8,1,1,2,2,2,2,2,2,2,2,1,1,2,1,AAI,301FD,DCA,16.500631334626263,0.0,1.3243255624942343,0.0,0.5745763418043199,3.3563367482612474,1.1235170797623526,1.3220361447556717,2.954951896179664,3
67,Maintenance,E4-E6,2,2014,-1,1,1,1,-1,-1,1,1,1,0,1,1,1,1,1,-2,1,0,1,-1,-2,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,2,-2,1,-1,1,2,-1,0,1,1,-1,-1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,AAI,301FD,DCA,3.556662483486336,-1.3396559625814328,1.3243255624942343,0.0,-1.1491526836086399,1.6781683741306237,0.5617585398811763,-1.3220361447556717,2.954951896179664,4
68,Maintenance,E4-E6,2,2014,0,1,0,-1,1,-1,0,2,1,0,-1,-1,-1,1,0,0,1,0,1,1,-2,0,0,2,0,0,0,0,0,-2,-1,0,0,1,0,2,1,-1,0,0,0,0,0,0,0,0,0,-1,6,0,0,0,0,1,2,1,1,0,0,1,1,0,1,AAI,301FD,DCA,6.162542493625465,0.0,0.0,0.0,-1.1491526836086399,0.5795919596694049,0.5617585398811763,-1.954048081175552,0.0,1
69,Maintenance,E4-E6,2,2014,2,1,1,2,1,2,1,2,2,0,2,1,2,2,1,-1,0,0,2,2,2,1,2,2,1,2,2,2,2,0,1,1,1,0,2,2,1,1,0,2,1,0,0,1,2,2,1,1,7,1,-1,2,2,1,2,1,1,1,-1,1,-1,1,1,AAI,301FD,DCA,11.549699277366916,2.6793119251628656,0.021812607647241578,0.0,1.1491526836086399,2.2681931435634133,1.1235170797623526,0.6900242083357915,2.954951896179664,3
70,Operator,O4-O6,5,2014,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,0,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,0,1,1,1,1,1,2,10,1,1,1,1,2,2,1,2,1,2,1,1,1,1,AAI,301FD,DCA,12.850153359330353,1.3396559625814328,1.3243255624942343,0.0,0.5745763418043199,2.2577603338000287,0.5617585398811763,1.3220361447556717,2.2452204130733557,0
71,Operator,O1-O3,4,2014,0,1,-1,-1,1,1,-1,1,-1,0,1,1,-1,-1,1,-1,0,0,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,8,1,1,1,1,1,1,1,1,0,0,1,1,-2,1,AAI,301FD,DCA,5.375896597109154,0.0,1.3243255624942343,0.0,0.5745763418043199,0.661065084073765,-0.5617585398811763,1.3220361447556717,0.7677444649835238,2
72,Operator,E4-E6,2,2014,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,AAI,301FD,DCA,18.124374384923215,2.6793119251628656,2.6486511249884686,0.0,1.1491526836086399,3.3563367482612474,1.1235170797623526,2.6440722895113433,2.954951896179664,3
73,Operator,O1-O3,4,2014,1,1,1,-2,-1,1,1,-1,1,0,-2,1,1,1,1,-1,1,0,1,-1,-1,-1,1,1,1,2,1,1,1,-1,-2,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1,1,1,8,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,AAI,301FD,DCA,6.656035981039384,1.3396559625814328,1.3243255624942343,0.0,-0.5745763418043199,2.2681931435634133,0.5617585398811763,-2.012060353091463,1.477475948089832,2
74,Maintenance,E7-E9,3,2014,1,1,1,-1,1,1,1,1,-1,0,1,1,1,-1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,1,1,-2,-2,1,-1,1,2,-1,1,-2,1,1,-1,0,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,AAI,301FD,DCA,6.603112671062979,1.3396559625814328,1.3243255624942343,0.0,-0.5745763418043199,1.6781683741306237,-0.5617585398811763,-2.6440722895113433,2.2452204130733557,2
75,Operator,E4-E6,2,2014,1,1,1,2,1,1,1,2,2,0,1,1,2,1,1,-1,1,0,2,-1,1,2,1,1,2,2,1,1,0,1,1,1,0,1,2,1,1,1,1,2,1,0,1,1,0,0,1,-1,7,-1,1,1,2,1,1,1,2,1,1,-1,1,-1,1,AAI,301FD,DCA,9.63269748358831,0.0,-0.021812607647241578,0.0,0.5745763418043199,2.847785103232818,1.1235170797623526,1.3220361447556717,2.954951896179664,3
76,Operator,O1-O3,4,2014,1,2,-1,1,-1,-1,1,-1,1,0,2,1,1,2,-1,1,-1,0,-2,1,1,1,-1,2,1,-1,2,1,-1,-1,-1,1,1,-1,2,2,-1,1,1,1,-1,0,2,-1,1,1,1,2,7,1,1,1,1,2,2,-1,1,-1,2,1,1,2,1,AAI,301FD,DCA,-1.5433655883050441,1.3396559625814328,1.3243255624942343,0.0,0.5745763418043199,-0.518984454791814,0.5617585398811763,-1.3220361447556717,2.2452204130733557,0
77,Operator,O1-O3,4,2014,2,1,2,2,2,2,2,2,1,0,-1,2,1,1,2,1,1,0,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,2,2,0,2,2,2,2,2,2,7,2,2,2,1,2,2,2,2,2,2,2,1,1,2,AAI,301FD,DCA,17.547965664786503,2.6793119251628656,2.6486511249884686,0.0,0.5745763418043199,3.3563367482612474,0.5617585398811763,1.3220361447556717,2.954951896179664,3
78,Operator,O1-O3,4,2014,2,1,1,1,1,1,1,1,1,0,-2,1,1,1,1,-1,2,0,2,1,-1,1,2,1,1,1,0,0,0,1,-1,1,1,-1,2,0,1,1,0,1,1,0,2,1,1,1,2,1,8,1,1,2,1,2,1,1,2,1,2,2,1,1,1,AAI,301FD,DCA,11.218910457293607,1.3396559625814328,1.3243255624942343,0.0,-0.5745763418043199,2.2577603338000287,0.5617585398811763,-0.058012271915911184,2.2452204130733557,2
79,Operator,E7-E9,3,2014,2,1,1,1,1,2,2,2,1,0,1,1,1,1,2,1,2,0,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,1,2,2,0,2,1,2,2,2,1,8,1,1,2,1,2,2,1,2,1,1,1,1,2,1,AAI,301FD,DCA,15.214535137310651,2.6793119251628656,1.3243255624942343,0.0,0.5745763418043199,2.847785103232818,0.5617585398811763,1.954048081175552,2.954951896179664,3
80,Maintenance,E4-E6,2,2014,2,2,2,2,-1,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,AAI,301FD,DCA,16.492633178680222,2.6793119251628656,2.6486511249884686,0.0,1.1491526836086399,3.3563367482612474,1.1235170797623526,1.954048081175552,2.954951896179664,3
81,Maintenance,E4-E6,2,2014,0,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,0,1,2,1,2,-1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,0,2,-1,0,1,-1,1,1,1,1,8,1,1,0,1,1,1,0,1,0,1,1,1,1,1,AAI,301FD,DCA,4.495565389365243,1.3396559625814328,1.3243255624942343,0.0,0.5745763418043199,1.6781683741306237,0.5617585398811763,1.3220361447556717,2.954951896179664,0
82,Operator,O4-O6,5,2014,1,2,1,1,1,1,1,1,1,0,1,2,2,2,1,1,1,0,1,-1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,2,8,1,2,1,1,1,1,1,2,1,0,-1,1,1,2,AAI,301FD,DCA,9.062187192461607,1.3396559625814328,1.9755820399177306,0.0,0.5745763418043199,2.2577603338000287,0.5617585398811763,1.3220361447556717,2.2452204130733557,0
83,Maintenance,E7-E9,3,2014,0,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,-2,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,2,0,1,1,0,1,-1,0,1,1,1,1,1,1,6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,AAI,301FD,DCA,6.1089185643573725,1.3396559625814328,1.3243255624942343,0.0,0.5745763418043199,1.6781683741306237,0.5617585398811763,1.3220361447556717,2.2452204130733557,0
84,Maintenance,E1-E3,1,2014,1,2,2,2,1,1,1,2,2,0,1,1,2,2,2,2,1,0,2,0,1,2,2,2,2,2,2,1,2,1,-1,1,1,-1,2,1,2,1,2,2,2,0,2,1,2,1,2,2,8,1,-2,2,1,2,1,2,2,2,2,2,1,2,1,AAI,301FD,DCA,13.7562709142314,2.0073571734705653,-0.6294438697762548,0.0,0.5745763418043199,3.3563367482612474,1.1235170797623526,-0.058012271915911184,2.954951896179664,3
85,Operator,E1-E3,1,2014,1,2,1,1,-1,1,1,2,-1,0,1,1,-1,-1,1,1,1,0,1,0,1,1,1,-2,1,1,1,1,1,-2,-2,1,1,-1,1,-1,1,-1,2,1,1,0,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,AAI,301FD,DCA,6.558991759226151,1.3396559625814328,1.3243255624942343,0.0,0.5745763418043199,1.6781683741306237,-0.5617585398811763,-2.6440722895113433,1.477475948089832,2
86,Maintenance,E7-E9,3,2014,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,1,3,1,1,2,1,1,1,1,-1,1,1,1,1,1,1,AAI,301FD,DCA,9.062187192461607,1.3396559625814328,1.3243255624942343,0.0,0.5745763418043199,0.518984454791814,0.5617585398811763,-1.3220361447556717,1.477475948089832,0
87,Operator,E7-E9,3,2014,0,-1,-2,1,1,1,1,-2,-2,0,-1,-1,-1,-1,-1,-2,1,0,1,-2,1,1,1,1,1,1,1,1,1,1,1,-1,1,-2,1,1,1,-1,1,1,0,0,1,1,0,0,1,-1,7,1,1,-1,1,2,1,1,1,1,-1,-2,-2,1,-1,AAI,301FD,DCA,7.102740805187423,0.0,1.3243255624942343,0.0,0.5745763418043199,0.15251343904533554,-1.1235170797623526,1.3220361447556717,1.477475948089832,2
88,Maintenance,E4-E6,2,2014,-1,-1,-2,1,-2,1,-1,1,1,0,-1,1,-1,1,1,-1,1,0,1,1,-2,1,0,1,1,-1,1,0,1,-1,-1,0,0,1,2,1,1,-2,-1,2,0,0,-1,1,0,0,1,1,4,-2,1,1,-1,1,1,1,-1,-2,1,-1,-1,-1,-1,AAI,301FD,DCA,2.2366646896129065,0.0,-0.6948816927179795,0.0,-1.1491526836086399,-2.1867200191590532,0.5617585398811763,-1.3220361447556717,2.954951896179664,4
89,Operator,E4-E6,2,2014,1,1,1,1,-1,-1,-1,2,1,0,-1,1,1,-1,-1,1,-1,0,-1,1,-2,1,1,2,1,1,1,1,-1,2,2,-1,1,-1,1,-1,-1,1,1,1,-1,0,1,1,0,0,1,1,2,-1,1,1,-1,-1,-1,-1,2,1,1,1,-1,1,1,AAI,301FD,DCA,-4.339210036518217,0.0,-0.021812607647241578,0.0,-1.1491526836086399,2.2577603338000287,0.5617585398811763,2.6440722895113433,1.477475948089832,1
90,Security,E4-E6,2,2014,0,-1,0,1,-1,1,1,1,1,0,1,-2,1,1,-1,1,0,0,1,1,-1,1,0,2,1,1,-2,-2,2,2,2,1,-2,1,1,0,1,-1,0,2,-1,0,0,1,2,1,-1,-1,6,-2,-2,-2,1,1,-1,1,1,1,1,-1,1,1,1,AAI,301FD,DCA,1.9123862274171908,2.0073571734705653,-2.6486511249884686,0.0,-0.5745763418043199,1.1696167291021944,0.5617585398811763,2.6440722895113433,2.1872074311961405,1
91,Security,E4-E6,2,2014,1,2,-1,1,1,2,-2,1,1,0,1,1,1,1,-2,1,-1,0,-2,-2,-2,-1,-1,-1,-1,1,0,1,-1,-2,-2,2,-1,-2,2,-2,0,-1,0,1,-1,0,-2,0,1,1,2,-1,2,-1,1,1,1,-2,1,-1,-2,0,1,-2,-1,1,1,AAI,301FD,DCA,-6.778955960674494,1.3396559625814328,-0.021812607647241578,0.0,-1.1491526836086399,-1.0777107949344498,0.5617585398811763,-2.6440722895113433,2.2452204130733557,1
92,Maintenance,E4-E6,2,2014,2,1,2,1,2,1,2,2,2,0,1,2,2,1,2,-2,2,0,2,2,2,2,2,2,2,1,2,2,2,-1,-1,2,2,-2,2,2,2,1,1,2,1,0,-1,-1,1,1,2,2,9,1,-1,1,1,2,2,2,2,1,2,1,1,2,1,AAI,301FD,DCA,15.106154190021035,1.3396559625814328,0.021812607647241578,0.0,1.1491526836086399,2.7663119788284583,1.1235170797623526,-1.3220361447556717,2.954951896179664,3
93,Maintenance,E4-E6,2,2014,1,1,1,1,1,2,2,2,1,0,1,1,2,2,2,-2,0,0,2,1,1,1,1,1,1,2,2,2,1,1,1,0,1,1,2,1,1,1,-1,2,1,0,2,1,0,0,2,1,8,2,2,2,2,2,2,1,2,2,1,1,1,2,1,AAI,301FD,DCA,12.037761981258281,0.0,2.6486511249884686,0.0,0.5745763418043199,2.847785103232818,0.5617585398811763,1.3220361447556717,2.954951896179664,3
94,Maintenance,E1-E3,1,2014,2,2,2,2,1,2,-1,2,2,0,2,2,2,2,1,-1,1,0,-1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,0,2,2,0,2,1,2,2,2,2,7,2,2,2,2,2,2,2,-1,1,2,1,-2,-1,2,AAI,301FD,DCA,11.481840596423762,2.6793119251628656,2.6486511249884686,0.0,1.1491526836086399,1.0275360998202432,1.1235170797623526,1.954048081175552,2.954951896179664,3
