,unit_type,My rank is: Response,Rank,Year,A grievance/complaint against my unit chain-of-command will be handled in a fair and timely manner by my chain-of-command,Airmen in my unit consider the environmental impact of their actions,"During my performance feedback session, my supervisor provided me with feedback that enabled me to improve my performance prior to my annual performance review",I am allocated the correct amount of training hours each month to operate safely,I am encouraged to be innovative even if that means I might make a mistake,"I am informed of critical information (e.g. work schedules, policies, uniform of the day, etc.) in a reasonable amount of time",I feel I am a valued member of my unit,I feel adequately prepared to deploy and execute my assigned AEF duties,I have been adequately trained for the job I am expected to do,"I have easy and timely access to the written guidance I need to do my job (e.g., AFIs, MAJCOM Supplements, TOs, Self-Assessment Communicators, etc)",I have enough time to accomplish my daily workload during my normal duty hours,"I have the equipment (tools, spare parts, information technology, safety gear, etc.) I need to do my job the right way",I have the opportunity to develop other professional skills,I have the opportunity to develop/improve my AFSC/Special Duty Identifier-related skills,"I trust my leadership chain, from my supervisor to my Wing Commander (or FOA/DRU Commander)",I would be able to complete my assigned tasks if my work center lost communications capability,Individuals in my unit are comfortable approaching supervisors about personal problems,Members of my unit take good care of the equipment they use,My commander is concerned about my personal welfare,My deployment schedule is predictable enough for me to plan and participate in off-duty activities,My duty schedule is predictable enough for me to plan and participate in off-duty activities,My job is designed so I know when I have performed well,My leadership gets the right information about problems in my unit so he/she can fix them,"My position/job description (for both military and civilians) is current and accurately describes my daily functions, tasks and responsibilities",My supervisor corrects poor performance in my work group,My supervisor is concerned with my professional development,My unit accurately accounts for our equipment,My unit challenges inefficient ways of doing business,My unit closely monitors and tracks job qualifications,My unit has a sufficient number of experienced personnel to accomplish our primary mission,My unit has a sufficient number of personnel to accomplish our primary mission,My unit has an effective long-range scheduling process,My unit has processes in place to identify and share lessons learned,My unit has the sufficient funding to accomplish all of our missions,My unit is serious about preventing sexual assault and sexual harassment,My unit leadership chain applies disciplinary standards in a fair and consistent manner,My unit leadership chain consistently reinforces the USAF Core Values and their application to daily operations,My unit provides me sufficient time during working hours to participate in a physical fitness program,My unit spends end-of-year fallout money wisely,My unit takes suicide prevention seriously,My units communication processes prevent wasted effort and/or resources,My units communication system and information flow are effective up and down the chain of command,My units daily activities improve our ability to execute our most demanding mission,My units leaders reward individual performance fairly,My units strategic plan improves unit performance,My units strategic plan translates to what I do on a daily basis,My work center is adequately prepared to execute required operations during the most likely local contingencies,My work facilities enable effective mission accomplishment,Y,Performing my primary AFSC duties is NOT significantly impacted by additional duties,Performing my primary AFSC duties is NOT significantly impacted by ancillary training,Personnel in my unit do not feel pressured to cut corners to accomplish the mission,"Personnel in my unit have the time to become proficient in, then master, their primary AFSC duties","Personnel in my work section treat me with dignity, trust and respect",Standards in my unit are enforced,Teamwork at all levels is prevalent throughout my unit,The actions and decisions of my supervisor indicate he/she values my time,The mentoring I have received in this unit has been helpful in my development,"The performance evaluations (EPR, OPR, civilian performance appraisal) Ive received from my current unit have been fair","The policies and decisions of my AFSC community (e.g., HAF or MAJCOM CE, Comm, SF, Personnel, Ops, etc.) indicate my time is valued",The policies and decisions of other AFSC communities indicate my time is valued,The tasks I perform at work provide me with a sense of accomplishment,The written guidance I use helps me prioritize my work,location,wing,nma_category
2175,Operator,O1-O3,4,2014,1,1,1,1,1,1,1,1,1,0,-1,1,-1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,1,8,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,LABU,408FD,DCA
2176,Operator,O1-O3,4,2014,2,2,0,1,2,1,2,2,2,0,-2,2,-2,1,1,-2,1,0,2,-1,-1,2,1,2,1,1,2,2,1,1,-1,1,2,1,2,2,2,1,1,2,2,0,2,2,2,2,1,1,9,-2,-2,2,2,2,2,1,1,1,2,1,1,2,1,LABU,408FD,DCA
2177,Operator,E4-E6,2,2014,2,1,1,2,2,2,2,2,2,0,2,2,2,2,2,-1,2,0,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,0,2,2,0,2,2,2,2,2,2,10,1,2,2,2,2,2,2,2,2,0,2,1,2,1,LABU,408FD,DCA
2178,Operator,O1-O3,4,2014,1,1,1,1,1,1,2,1,1,0,-1,1,-1,1,1,0,2,0,2,1,-1,1,1,1,1,2,1,1,1,-2,-2,-1,1,-2,1,1,2,1,1,1,1,0,0,1,1,1,0,1,7,1,1,1,1,2,1,1,2,2,1,1,1,1,1,LABU,408FD,DCA
2179,Operator,O1-O3,4,2014,2,1,0,-1,1,1,-2,1,1,0,-2,-1,1,-2,1,-1,1,0,1,1,-2,-2,0,2,-1,1,1,-2,1,1,2,1,1,-1,2,1,2,-2,1,2,1,0,1,-2,0,0,1,1,3,-1,-1,2,-1,2,2,2,-1,-2,-1,-1,1,-1,-2,LABU,408FD,DCA
2180,Operator,O1-O3,4,2014,2,1,2,1,2,1,2,2,2,0,1,2,1,1,2,2,2,0,2,1,-1,2,2,2,2,2,2,2,2,-1,-1,2,2,-1,2,2,2,1,1,2,2,0,2,2,2,2,2,-1,10,-1,-1,1,2,2,2,2,2,2,2,2,1,2,2,LABU,408FD,DCA
2181,Operator,O1-O3,4,2014,1,-2,1,2,1,2,2,2,2,0,-2,1,1,2,1,1,1,0,2,1,-2,1,2,2,-1,2,-1,-1,1,1,-1,1,1,0,2,2,2,-2,0,2,-1,0,2,2,1,1,-1,-1,5,-2,-2,1,-1,2,2,2,2,2,2,-2,-2,2,-2,LABU,408FD,DCA
2182,Operator,O1-O3,4,2014,2,1,1,1,-2,1,1,-1,1,0,-2,-2,-1,-1,1,-2,2,0,2,1,-2,2,2,1,2,2,1,2,2,-1,-1,1,2,1,2,2,2,1,2,2,1,0,-1,2,1,-1,2,2,6,-2,-2,2,-2,2,2,2,2,2,1,-2,-2,-1,-1,LABU,408FD,DCA
2183,Operator,O1-O3,4,2014,2,1,1,1,1,2,2,2,2,0,1,1,1,2,2,2,2,0,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,0,2,2,2,2,2,1,9,1,1,2,1,2,2,2,2,2,2,2,2,2,1,LABU,408FD,DCA
2184,Operator,O1-O3,4,2014,2,2,1,2,2,1,2,1,-1,0,-1,1,1,1,2,1,2,0,2,1,-2,2,1,1,1,2,2,2,2,-1,1,2,2,-1,2,2,2,1,1,2,1,0,2,2,2,1,2,1,8,-1,-1,1,1,2,2,2,2,2,1,1,-1,2,1,LABU,408FD,DCA
2185,Operator,O4-O6,5,2014,1,1,1,1,1,2,1,1,1,0,-1,1,-1,1,2,-1,2,0,2,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-2,2,2,2,-2,2,2,1,0,1,1,1,1,1,-1,8,-1,-1,1,1,2,2,1,2,1,1,2,-2,1,-1,LABU,408FD,DCA
2186,Operator,O4-O6,5,2014,1,-1,1,1,1,1,1,1,1,0,-1,-1,-1,1,2,1,1,0,2,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,2,1,2,1,2,-1,1,2,-1,0,2,1,1,1,1,1,8,-1,-1,2,1,1,1,1,2,1,1,1,-1,1,1,LABU,408FD,DCA
2187,Operator,O1-O3,4,2014,2,2,1,-1,2,-1,2,1,-1,0,-2,1,-1,1,2,-2,2,0,2,-2,-2,2,2,-1,2,2,2,2,2,-1,-2,-2,2,-2,2,2,2,-2,1,2,2,0,1,2,2,-1,2,1,8,-2,-2,2,2,1,2,1,1,2,2,1,-2,2,-2,LABU,408FD,DCA
2188,Operator,O1-O3,4,2014,1,1,1,1,-1,1,1,1,1,0,-1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,0,-1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,5,-1,-1,0,-1,1,1,1,1,1,1,-1,-2,1,-1,LABU,408FD,DCA
2189,Operator,O1-O3,4,2014,2,2,1,1,2,1,2,2,1,0,-2,1,1,1,2,-1,2,0,2,2,-2,2,2,1,2,1,2,2,2,-1,-2,-1,1,-1,2,2,2,-1,1,2,0,0,1,2,2,2,2,2,7,-2,-1,2,1,2,2,1,1,2,1,1,-1,2,1,LABU,408FD,DCA
2190,Operator,O1-O3,4,2014,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,2,2,1,1,1,1,0,1,1,1,1,1,1,8,-2,-1,1,1,2,2,1,2,1,1,1,1,1,1,LABU,408FD,DCA
2191,Operator,O1-O3,4,2014,2,1,2,1,2,2,2,2,2,0,-2,1,1,2,2,-2,2,0,2,1,-2,2,2,2,2,2,1,1,2,-1,-1,1,2,1,2,2,2,-2,2,2,2,0,2,2,0,0,2,2,8,-1,1,1,2,2,2,2,2,1,1,1,1,2,1,LABU,408FD,DCA
2192,Operator,E4-E6,2,2014,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,1,1,-1,1,2,1,1,1,1,1,2,-1,1,1,1,1,2,1,1,1,1,2,1,0,2,1,1,1,2,1,8,1,1,2,2,1,1,1,1,1,1,1,1,1,1,LABU,408FD,DCA
2193,Operator,O1-O3,4,2014,2,1,0,2,1,1,2,1,2,0,-1,1,1,1,2,1,2,0,1,-1,-1,2,2,1,1,1,2,1,2,1,-1,1,1,-1,2,2,2,1,0,2,2,0,2,2,1,1,1,2,8,-1,-1,2,1,2,2,2,1,1,0,1,1,1,2,LABU,408FD,DCA
2194,Operator,O4-O6,5,2014,2,1,1,1,1,1,2,2,2,0,-2,-1,2,2,2,-1,2,0,2,1,1,2,2,2,2,2,1,2,2,-1,1,1,2,-1,2,2,2,1,2,2,1,0,2,2,2,2,1,2,9,-2,-1,2,2,2,2,2,2,2,1,2,-1,2,1,LABU,408FD,DCA
2195,Security,O4-O6,5,2014,2,1,2,2,2,2,2,2,2,0,1,2,2,2,2,1,2,0,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,-1,2,2,2,2,2,2,1,0,2,2,2,2,2,-1,9,1,1,2,2,2,2,2,2,2,2,1,1,2,1,LABU,408FD,DCA
2196,Security,E7-E9,3,2014,2,1,2,1,2,2,2,2,2,0,1,1,2,1,2,1,2,0,2,1,1,2,1,2,2,2,-1,2,1,1,1,1,2,1,2,2,2,1,1,2,2,0,2,2,2,2,2,1,9,2,2,2,2,2,2,1,2,2,2,2,1,2,2,LABU,408FD,DCA
2197,Security,E4-E6,2,2014,0,-1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,0,1,1,1,-1,1,2,1,1,0,1,1,1,1,1,0,-1,1,1,1,-1,0,1,0,0,1,1,0,0,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,LABU,408FD,DCA
2198,Security,E4-E6,2,2014,2,2,2,2,1,2,1,2,2,0,2,2,1,2,1,2,2,0,2,2,2,2,2,2,1,2,1,2,2,0,1,0,2,1,2,2,2,-1,0,2,1,0,2,0,2,2,2,1,7,2,2,2,2,1,2,1,2,1,0,2,2,2,2,LABU,408FD,DCA
2199,Security,E4-E6,2,2014,2,1,2,2,2,2,1,2,2,0,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,-2,1,2,2,0,2,2,2,2,2,1,7,2,2,2,2,1,2,1,2,2,1,2,2,2,2,LABU,408FD,DCA
2200,Security,E7-E9,3,2014,2,1,2,1,2,2,1,1,1,0,-2,-1,1,1,2,-1,1,0,2,1,1,1,2,1,2,2,1,2,2,1,-1,2,0,-2,2,2,2,-1,1,2,2,0,1,2,2,2,2,-2,7,-1,-1,2,1,2,2,2,2,2,1,1,1,1,1,LABU,408FD,DCA
2201,Security,E4-E6,2,2014,0,1,1,2,1,1,1,1,2,0,-1,1,1,1,2,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,-1,2,1,1,-2,1,2,1,0,0,1,0,0,0,-1,7,0,0,0,0,1,1,1,1,1,2,1,1,1,1,LABU,408FD,DCA
2202,Security,E4-E6,2,2014,0,1,0,1,1,1,-1,1,1,0,1,-1,1,1,1,-1,1,0,1,1,1,-1,0,2,1,1,1,0,0,1,2,0,-1,-2,2,1,1,-2,-1,2,-1,0,1,-2,0,0,1,-1,5,1,1,1,1,1,1,0,1,0,1,1,-1,-1,1,LABU,408FD,DCA
2203,Security,O1-O3,4,2014,1,1,1,1,1,1,2,1,1,0,1,-1,1,1,2,1,1,0,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1,-2,2,2,2,1,2,2,1,0,2,1,2,2,1,-1,8,1,1,1,1,2,2,1,2,2,1,1,1,2,1,LABU,408FD,DCA
2204,Security,E4-E6,2,2014,-1,1,0,1,-2,1,1,0,1,0,-1,1,-1,-1,2,-2,1,0,-1,0,2,-1,0,1,1,2,0,-1,2,-1,-2,-2,0,0,-2,-2,0,-2,0,-2,0,0,2,-1,0,0,-1,-1,3,2,2,1,1,1,1,0,2,0,-2,-2,-1,-1,-1,LABU,408FD,DCA
2205,Security,E4-E6,2,2014,-1,1,0,1,1,1,-1,1,1,0,1,-1,1,1,-1,-1,-2,0,1,1,1,-1,-2,2,-2,-1,1,-1,1,1,-1,1,-1,-2,-2,1,1,-2,1,1,1,0,1,0,0,0,-2,-1,5,1,1,-1,1,1,1,-1,-1,1,1,-2,1,1,-1,LABU,408FD,DCA
2206,Security,E4-E6,2,2014,2,-2,2,2,2,1,2,2,2,0,1,-1,-1,-1,1,2,2,0,2,1,2,2,2,2,2,-1,1,2,2,1,1,1,2,-1,2,1,2,1,2,2,1,0,2,2,2,2,2,-1,8,1,2,2,1,2,1,-1,2,2,2,1,-1,1,1,LABU,408FD,DCA
2207,Security,E4-E6,2,2014,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,-2,1,1,1,1,0,1,1,0,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,0,0,-2,-1,1,1,LABU,408FD,DCA
2208,Security,E4-E6,2,2014,0,1,1,1,2,1,2,0,1,0,-1,1,1,1,2,1,0,0,2,1,1,2,1,1,1,2,-1,1,2,2,2,1,0,-2,2,2,2,1,2,2,1,0,1,2,1,1,1,1,9,-1,1,2,0,2,2,2,2,1,2,-1,-1,2,-1,LABU,408FD,DCA
2209,Security,E4-E6,2,2014,2,1,0,1,-2,1,1,1,2,0,1,2,1,1,2,-2,-1,0,2,2,-2,2,2,1,-2,-1,-2,1,2,-1,-1,2,1,-1,2,-1,2,-2,1,2,1,0,2,-2,2,1,2,1,8,-1,1,2,1,-1,1,-1,-2,1,-1,1,1,1,1,LABU,408FD,DCA
2210,Security,E4-E6,2,2014,1,1,1,1,1,1,-1,2,1,0,-1,1,1,1,-1,0,1,0,1,2,2,0,0,2,1,1,2,0,0,-1,1,-1,0,-2,2,1,1,-1,2,2,1,0,0,1,0,0,0,1,4,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,LABU,408FD,DCA
2211,Security,E4-E6,2,2014,1,1,-1,1,-1,1,1,1,1,0,1,-1,1,-1,-1,-1,1,0,1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-2,1,0,1,-1,1,1,-1,0,-1,0,-1,-1,-1,-1,6,1,1,1,-1,1,-1,-1,-1,0,1,1,-1,1,1,LABU,408FD,DCA
2212,Security,E4-E6,2,2014,2,2,1,1,1,1,2,1,1,0,1,-1,1,1,2,2,2,0,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,-1,2,2,2,1,2,2,2,0,2,2,2,2,2,1,8,1,-1,2,2,2,2,2,2,2,1,1,1,2,2,LABU,408FD,DCA
2213,Security,E4-E6,2,2014,1,2,2,1,1,1,2,2,1,0,2,2,1,1,2,2,1,0,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,0,1,2,2,2,2,1,8,1,1,2,1,2,2,1,2,2,1,2,1,2,1,LABU,408FD,DCA
2214,Security,E4-E6,2,2014,0,-1,0,1,1,1,1,-1,1,0,1,-2,1,1,-1,1,-2,0,1,-2,1,1,-1,-2,1,1,1,1,1,-1,-2,2,1,-2,1,1,1,-1,2,1,-2,0,-1,1,1,-1,1,-2,3,1,1,1,-1,1,1,1,2,1,-2,1,-2,1,1,LABU,408FD,DCA
2215,Security,E4-E6,2,2014,1,1,2,1,1,1,1,2,2,0,1,1,1,1,1,-1,1,0,2,1,2,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,1,1,2,1,0,2,1,1,1,1,1,5,1,1,1,2,2,1,1,2,1,1,1,-1,1,1,LABU,408FD,DCA
2216,NC3,O1-O3,4,2014,2,1,2,1,2,2,2,2,1,0,1,1,1,1,2,1,2,0,2,1,1,-1,2,2,2,2,1,1,2,-1,1,2,1,1,2,2,2,2,2,2,1,0,2,2,2,2,1,1,10,2,2,1,1,2,2,1,2,2,2,1,1,2,-1,LABU,408FD,COMSEC
2217,Operator,E4-E6,2,2014,1,1,1,1,1,1,2,1,1,0,1,1,1,-1,2,0,1,0,1,1,1,0,0,1,1,2,1,0,0,1,1,1,0,1,2,2,2,2,1,2,1,0,0,1,0,0,0,1,8,1,2,2,1,2,2,1,1,0,1,1,1,2,1,LABU,408FD,DCA
2218,NC3,E4-E6,2,2014,2,1,1,1,1,1,2,1,1,0,1,1,-1,1,2,-1,2,0,2,1,1,-1,1,2,1,1,2,1,1,-1,-1,1,1,1,2,2,2,-1,1,2,2,0,2,-1,2,2,2,1,8,-2,-1,1,1,1,2,-1,1,1,1,1,1,2,1,LABU,408FD,COMSEC
2219,NC3,E4-E6,2,2014,0,2,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,0,1,1,1,1,1,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,LABU,408FD,COMSEC
2220,NC3,E4-E6,2,2014,2,1,1,2,1,2,1,1,-2,0,2,1,1,1,2,1,1,0,2,1,1,-1,2,-2,2,1,1,2,1,-1,-2,2,0,-1,2,1,1,-1,1,1,2,0,2,-2,1,1,2,1,8,1,1,2,1,1,2,2,2,0,2,1,1,1,1,LABU,408FD,COMSEC
2221,NC3,E1-E3,1,2014,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,6,1,1,1,1,1,1,1,2,0,1,1,1,1,1,LABU,408FD,COMSEC
2222,NC3,E7-E9,3,2014,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-2,0,0,1,1,1,1,1,2,1,1,2,0,1,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1,1,1,2,7,-1,1,0,1,1,1,-1,2,1,0,1,1,1,1,LABU,408FD,COMSEC
2223,NC3,E7-E9,3,2014,2,1,2,1,2,2,2,2,1,0,-1,1,1,1,2,-2,2,0,2,1,1,2,2,2,2,2,1,1,2,-1,-1,2,2,1,2,2,2,2,1,2,1,0,2,2,1,2,1,1,9,1,1,2,1,2,2,2,2,2,2,1,1,2,1,LABU,408FD,COMSEC
2224,NC3,E4-E6,2,2014,1,1,2,1,2,1,1,2,1,0,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,2,2,2,1,1,1,-1,0,1,0,2,0,1,2,0,2,1,0,1,1,2,1,2,1,8,-1,-1,1,0,2,-1,2,2,1,0,-1,1,1,1,LABU,408FD,COMSEC
2225,NC3,E1-E3,1,2014,2,1,2,2,2,2,2,1,1,0,2,2,2,1,1,1,2,0,2,2,2,-1,2,1,1,2,2,1,2,0,2,0,0,1,2,2,2,2,2,2,0,0,2,2,2,2,2,2,8,2,2,2,2,2,2,0,2,2,2,1,2,-1,-1,LABU,408FD,COMSEC
2226,NC3,E4-E6,2,2014,2,-1,1,2,2,1,2,1,1,0,2,1,2,2,2,-2,1,0,2,1,2,1,1,1,2,2,1,2,2,1,1,1,2,1,2,1,1,2,0,2,2,0,2,2,2,2,1,2,8,2,2,1,2,2,1,2,2,1,1,2,1,2,-1,LABU,408FD,COMSEC
2227,NC3,E7-E9,3,2014,2,1,1,-1,1,2,1,1,1,0,-1,1,1,-1,1,-2,2,0,2,1,1,-1,1,2,1,2,2,-1,1,-2,-1,1,1,1,2,1,2,1,1,2,-2,0,1,1,1,1,1,-1,7,1,1,2,-1,2,1,1,1,1,2,-2,1,1,-1,LABU,408FD,COMSEC
2228,NC3,E4-E6,2,2014,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,LABU,408FD,COMSEC
2229,NC3,E7-E9,3,2014,0,1,1,1,1,2,0,1,1,0,-1,1,-1,-1,0,0,2,0,2,1,1,0,0,2,0,0,1,0,0,-1,-1,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,2,2,2,0,1,1,1,0,-1,LABU,408FD,COMSEC
2230,Security,E4-E6,2,2014,-1,-1,0,1,-2,1,-1,1,2,0,-1,1,-1,1,-1,-2,-1,0,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-2,-1,-1,-2,1,1,1,-2,1,-1,-1,0,0,1,0,0,2,-1,3,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,1,LABU,408FD,DCA
2231,Security,E4-E6,2,2014,1,1,2,1,2,2,2,2,2,0,2,1,1,1,2,-1,2,0,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,-2,2,2,2,2,0,2,1,0,2,1,2,2,2,1,7,1,1,2,2,2,2,1,2,1,2,2,2,1,2,LABU,408FD,DCA
2232,Security,E1-E3,1,2014,1,1,2,2,1,2,2,2,2,0,1,2,1,2,2,2,2,0,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,0,2,2,2,2,2,2,8,1,1,2,2,2,2,2,2,2,0,1,2,2,2,LABU,408FD,DCA
2233,Security,E4-E6,2,2014,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,0,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,-2,2,1,1,1,0,2,1,0,1,1,1,1,1,1,7,-1,-1,1,1,1,1,1,2,2,1,1,1,1,1,LABU,408FD,DCA
2234,Security,E7-E9,3,2014,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,2,1,2,1,1,2,1,1,1,1,1,1,2,1,0,-1,2,1,2,1,1,2,1,0,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,LABU,408FD,DCA
2235,Security,E4-E6,2,2014,1,1,-1,2,-1,1,-1,2,-1,0,-2,1,1,1,-1,-2,-1,0,2,-1,1,-1,-1,2,1,-1,1,1,2,1,-2,1,2,-1,2,-2,1,1,2,2,-1,0,2,1,1,1,1,-1,5,-1,1,1,-1,1,1,1,-2,-2,1,-2,-2,1,-1,LABU,408FD,DCA
2236,NC3,E7-E9,3,2014,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,0,1,0,2,1,2,1,1,2,1,1,1,1,1,1,1,-1,1,2,2,2,1,2,1,2,1,0,0,1,1,1,0,2,7,-1,1,1,-1,2,2,1,2,1,2,1,1,1,1,LABU,408FD,COMSEC
2237,NC3,E4-E6,2,2014,1,1,1,1,1,1,1,1,-1,0,-1,1,-1,-1,1,-2,1,0,2,2,2,1,1,1,2,2,1,1,1,1,-1,0,1,1,2,1,2,2,0,1,1,0,1,1,0,0,1,1,7,1,1,1,1,2,1,0,2,1,1,1,-1,1,1,LABU,408FD,COMSEC
2238,NC3,E4-E6,2,2014,0,-2,-1,-1,-1,1,1,-1,-1,0,-1,-2,-1,-1,-1,-2,-2,0,2,2,2,-1,-1,-2,-1,-2,-1,1,1,-2,-1,0,-2,0,2,1,1,2,-1,1,-1,0,0,1,0,0,-1,1,8,1,1,2,-1,-1,1,-1,-2,0,1,-1,-1,-1,-2,LABU,408FD,COMSEC
2239,NC3,E4-E6,2,2014,1,-1,2,-2,1,1,1,2,1,0,1,-1,1,-1,2,2,2,0,2,1,2,-2,2,1,2,2,2,0,0,1,1,-1,1,-1,2,0,1,2,0,2,0,0,1,1,0,0,2,2,4,-1,1,0,1,2,1,2,2,0,2,1,1,-1,-1,LABU,408FD,COMSEC
2240,NC3,E4-E6,2,2014,2,1,0,1,2,1,2,1,-1,0,2,1,2,1,2,0,0,0,2,2,1,0,0,-2,1,2,2,0,0,-2,1,1,0,0,2,0,2,2,0,2,1,0,0,1,0,0,0,2,7,-1,-1,2,-1,2,1,2,2,2,2,-2,-1,2,1,LABU,408FD,COMSEC
2241,NC3,E4-E6,2,2014,0,-1,1,-2,1,2,1,2,1,0,-1,1,2,2,1,1,0,0,1,1,2,-1,1,1,1,-1,0,-1,1,-2,-1,-2,-1,-2,2,0,1,2,0,2,1,0,1,-2,1,2,1,-1,4,1,1,0,1,2,-1,2,2,-1,2,1,1,-2,2,LABU,408FD,COMSEC
2242,Security,E1-E3,1,2014,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,LABU,408FD,DCA
2243,Security,E4-E6,2,2014,0,-1,1,-1,-1,-1,-1,1,1,0,1,-1,-1,1,1,-1,-1,0,1,1,-2,1,-1,1,1,1,1,0,-1,1,-1,-1,-1,-1,1,0,0,-1,0,1,0,0,-1,-1,-1,-1,-1,-1,4,-1,-1,0,-1,1,-1,-2,-1,0,1,-1,-1,-1,1,LABU,408FD,DCA
2244,Security,E4-E6,2,2014,0,1,1,1,1,1,0,1,1,0,2,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,1,1,1,0,0,1,1,0,1,LABU,408FD,DCA
2245,Security,E1-E3,1,2014,1,-1,2,2,2,2,1,2,2,0,2,1,1,2,2,-1,-1,0,2,2,2,2,1,2,2,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,0,1,2,1,1,2,1,6,1,1,1,-1,2,2,1,2,2,2,2,1,2,1,LABU,408FD,DCA
2246,Security,E4-E6,2,2014,2,2,2,2,2,2,2,2,2,0,2,1,-1,1,2,1,2,0,2,1,2,2,2,2,2,2,2,2,2,2,0,0,2,-1,2,2,2,2,0,2,1,0,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,LABU,408FD,DCA
2247,Security,E1-E3,1,2014,-1,1,1,1,-1,1,-1,2,2,0,1,1,1,1,1,-1,1,0,1,1,1,1,1,2,2,1,1,-1,2,1,1,1,1,1,1,1,1,-1,1,2,1,0,1,1,1,1,1,1,6,1,1,1,1,1,2,1,-1,1,1,1,-1,-1,1,LABU,408FD,DCA
2248,NC3,O1-O3,4,2014,1,-1,0,1,2,1,2,1,1,0,-2,1,1,1,2,1,1,0,2,1,1,2,2,1,2,2,-1,2,2,-1,-2,1,2,0,2,1,1,2,0,2,0,0,2,2,2,2,2,2,10,1,1,2,1,1,1,1,2,2,0,1,1,2,-1,LABU,408FD,COMSEC
2249,Security,E4-E6,2,2014,-1,-1,1,1,2,1,-1,1,2,0,1,1,-1,-1,-1,2,-2,0,2,-2,1,2,1,2,2,2,1,1,1,1,2,-1,1,2,2,-1,-1,-1,-1,2,1,0,2,1,2,2,2,1,3,-1,-1,1,1,1,2,1,2,1,2,1,1,-2,1,LABU,408FD,DCA
